    "STOPID","PLANVERSIONID","SHORTNAME","LONGNAME","GPS_X","GPS_Y","DECIMALLONGITUDE","DECIMALLATITUDE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
514137,241,C70K26,Cl 70 entre Kr 26 y 25B,-762934925,32619199,-76.49303472,3.43866639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514138,241,C70K24A,Cl 70 entre Kr 24B y 24A,-762930010,32628707,-76.49166944,3.4413075,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514147,241,K25C114,Kr 25 entre Cl 114 y 113,-762756474,32539079,-76.46568722,3.42752194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514152,241,C73K7F,Cl 73 entre Kr 7F y 7G,-762851216,32738772,-76.48089333,3.46077,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514153,241,C73K7LB,Cl 73 con Kr 7LBis,-762854726,32725380,-76.48186833,3.45705,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514154,241,C73K7RB,Cl 73 entre Kr 7RBis y 7SBis,-762857168,32714772,-76.48254667,3.45410333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514155,241,C73K81,Cl 73 con Kr 8,-762859160,32705400,-76.4831,3.4515,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514157,241,C73K112,Cl 73 entre Kr 11 y 10,-762859706,32653493,-76.48325167,3.4481925,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514161,241,C95K26I7,Cl 95 entre Kr 26I7 y 26I6,-762834834,32533281,-76.47634278,3.42591139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514162,241,C95K26H,Cl 95 entre Kr 26H y 26G4,-762828593,32534460,-76.47460917,3.42623889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514163,241,C97K26F1,Cl 97 entre Kr 26F1 y 26F,-762820849,32535005,-76.47245806,3.42639028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514172,241,K27C114,Kr 27 entre Cl 114 y 113,-762827031,32455443,-76.47417528,3.41540083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514173,241,C112K26Q,Cl 112 entre Kr 27 y 26Q,-762826534,32500675,-76.47403722,3.41685417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514174,241,C11226J5,Cl 112 entre Kr 26J5 y 26J,-762819480,32512824,-76.47207778,3.42022889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514176,241,C112K26E,Cl 112 entre Kr 26F y 26E,-762811462,32526889,-76.46985056,3.42413583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514181,241,C112K26D,Cl 112 entre Kr 26D y 26E,-762811824,32527865,-76.46995111,3.42440694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514182,241,C112K26H,Cl 112 entre Kr 26H2 y 26H3,-762815217,32521912,-76.47089361,3.42275333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514183,241,C112K109,Cl 112 entre Kr 26Q y 27,-762828228,32459165,-76.47450778,3.41643472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514190,241,K27C1061,Kr 27 entre Cl 106 y Tr 103,-762840309,32503277,-76.47786361,3.41757694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514192,241,K27C91,Kr 27 entre Cl 91 y 88,-762851695,32513691,-76.48102639,3.42046972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514193,241,K27C81,Kr 27 entre Cl 81 y 80,-762858592,32520210,-76.48294222,3.42228056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514195,241,K25C84,Kr 25 entre Cl 84 y 85,-762820652,32602399,-76.47240333,3.43399972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514196,241,K25C891,Kr 25 entre Cl 89 y 94,-762809794,32552294,-76.46938722,3.43119278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514197,241,K25C94,Kr 25 entre Cl 94D y 112,-762803133,32546964,-76.46753694,3.42971222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514199,241,C121K25,Cl 121 entre Kr 25 y 25B,-762755380,32532610,-76.46538333,3.425725,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514200,241,C121K26F,Cl 121 entre Kr 26F y 26F Bis,-762759285,32519683,-76.46646806,3.42213417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514201,241,C121K26K,Cl 121 entre Kr 26K y 26K1,-762807158,32504254,-76.468655,3.41784833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514202,241,C121K26R,Cl 121 entre Kr 26R y 26R1,-762813596,32453088,-76.47044333,3.41474667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514205,241,C121C122,Cl 121 entre Cl 122A2 y 122A3,-762830066,32424282,-76.47501833,3.406745,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514206,241,C121122A,Cl 121 entre Cl 122A3 y 122A2,-762829319,32424369,-76.47481083,3.40676917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514207,241,C121C121,Cl 121 entre Cl 121D y Kr 28D,-762825282,32431530,-76.47368944,3.40875833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514208,241,C121K26P,Cl 121 con Kr 26P,-762813950,32451358,-76.47054167,3.41426611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514210,241,C121K26E,Cl 121 entre Kr 26E y 26F,-762757891,32519785,-76.46608083,3.4221625,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514211,241,C121K25B,Cl 121 entre Kr 25A y 25B,-762754966,32530864,-76.46526833,3.42524,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514212,241,K25C104,Kr 25 entre Cl 104 y 105,-762802919,32547596,-76.4674775,3.42988778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514214,241,K25C85,Kr 25 entre Cl 86 y 85,-762817394,32600437,-76.47149833,3.43345472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514215,241,K25C80A,Kr 25 entre Cl 80A y 80B,-762825693,32610711,-76.47380361,3.43630861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514218,241,C73K7CBI,Cl 73 entre Kr 7C Bis y 7D,-762849086,32748180,-76.48030167,3.46338333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514220,241,T103C73C,Tr 103 entre Cl 73C,-762852034,32622848,-76.48112056,3.43968,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514232,241,C121K27J,Cl 121 entre Kr 27I y 27J,-762819700,32442535,-76.47213889,3.41181528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514233,241,C121_28D,Cl 121 con Kr 28D,-762823613,32435671,-76.47322583,3.40990861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514235,241,C123K28A,Cl 123 entre Kr 28B y 28A,-762811831,32435387,-76.46995306,3.40982972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514241,241,C67K7E,Cl 67 entre Kr 7EBis y 7F,-762911130,32734662,-76.486425,3.45962833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514243,241,C63K7F,Cl 63 entre Kr 7F y 7F Bis,-762918300,32727959,-76.48841667,3.45776639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514245,241,C61K7VBS,Cl 61 entre Kr 7V Bis y 8,-762924248,32710832,-76.49006889,3.45300889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514246,241,C123K28D,Cl 123 Kr 28D y 28D1,-762813338,32425703,-76.47037167,3.40713972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514251,241,K28C94,Kr 28 entre Cl 94 y 93,-762854346,32501105,-76.48176278,3.41697361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516064,241,C13K50,Cl 13 entre Kr 50 y 49A,-763203266,32433359,-76.53424056,3.40926639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516065,241,C13K47A,Cl 13 entre Kr 47A y 47,-763200372,32442906,-76.53343667,3.41191833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516066,241,C13K47,Cl 13 entre Kr 47 y 47A,-763200672,32443074,-76.53352,3.411965,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516067,241,C13K44A,Cl 13 entre Kr 45 y 44A,-763158220,32448883,-76.53283889,3.41357861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516068,241,C13K44,Cl 13 entre Kr 44 y 44A,-763158242,32450346,-76.532845,3.413985,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516069,241,C13K41A1,Cl 13 entre Kr 41A y 42,-763154984,32500258,-76.53194,3.41673833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516070,241,C13K41A2,Cl 13 entre Kr 41A y 41,-763154654,32500204,-76.53184833,3.41672333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516071,241,C13K37,Cl 13 entre Kr 37 y 38,-763150583,32514395,-76.5307175,3.42066528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516072,241,C13K39,Cl 13 entre Kr 39 y 38,-763151024,32511226,-76.53084,3.419785,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516073,241,C13K341,Cl 13 entre Kr 34 y 35,-763147991,32522736,-76.5299975,3.42298222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516074,241,C13K342,Cl 13 entre Kr 34 y 33A,-763146398,32525170,-76.529555,3.42365833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516076,241,C13K32A,Cl 13 entre Kr 32 y 31,-763143265,32534954,-76.52868472,3.42637611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516077,241,C13K32,Cl 13 entre Kr 32 y 33,-763145498,32530149,-76.529305,3.42504139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516078,241,C13C141,Cl 13 con Cl 141,-763139654,32545487,-76.52768167,3.42930194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516079,241,C13C14,Cl 13 con Cl 14,-763138159,32546191,-76.52726639,3.4294975,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516080,241,K46C522,Kr 46 entre Cl 52 y 51A,-763029948,32357556,-76.50831889,3.39932111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516081,241,K46C48,Kr 46 entre Cl 48 y 47,-763039834,32408256,-76.511065,3.40229333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516082,241,K46C462,Kr 46 entre Cl 46 y 45,-763043681,32411817,-76.51213361,3.4032825,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516083,241,C51K46D,Cl 51 entre Kr 46D y 47,-763036406,32356160,-76.51011278,3.39893333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516084,241,K46C452,Kr 46 entre Cl 45 y 44,-763047196,32415900,-76.51311,3.40441667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516085,241,K46C42A1,Kr 46 entre Cl 42 y 43,-763051822,32419452,-76.514395,3.40540333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516086,241,C51K48B,Cl 51 entre Kr 488 y 48A,-763041145,32352020,-76.51142917,3.39778333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516087,241,C51K49D,Cl 51 entre Kr 49D y 49E,-763047299,32346330,-76.51313861,3.39620278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516088,241,K46C402,Kr 46 entre Cl 40 y 39,-763059420,32428556,-76.51650556,3.40793222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516089,241,K46C371,Kr 46 entre Cl 37 y 38A,-763103228,32431896,-76.51756333,3.40886,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516090,241,K46C372,Kr 46 entre Cl 37 y 36,-763102976,32432610,-76.51749333,3.40905833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516092,241,C27K36,Cl 27 entre Kr 36 y 44A,-763104860,32438844,-76.51801667,3.41079,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516093,241,C27K42B1,Cl 27 entre Kr 42B y 43,-763104968,32445855,-76.51804667,3.4127375,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516094,241,C27K42B2,Cl 27 entre Kr 42B y 42A,-763103750,32448978,-76.51770833,3.413605,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516096,241,C27K422,Cl 27 entre Kr 42 y 41D,-763103553,32453320,-76.51765361,3.41481111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516097,241,K50C50,Kr 50 entre Cl 50 y 48,-763054125,32347925,-76.51503472,3.39664583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516103,241,C46K42C2,Cl 46 entre Kr 42C y 42B,-763032472,32421576,-76.50902,3.40599333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516107,241,C54K41DE,Cl 54 entre Kr 41D y 41E,-763010374,32411856,-76.50288167,3.40329333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516108,241,C54K42B1,Cl 54 entre Kr 42B y 42C,-763018678,32404374,-76.50518833,3.401215,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516110,241,C13K671,Cl 13 entre Kr 67 y 68,-763217418,32345606,-76.53817167,3.39600167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516112,241,K42C26,Kr 42 entre Cl 25 y 26B,-763114085,32451246,-76.52057917,3.414235,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516119,241,K56C18,Kr 56 entre Cl 18 y 18A,-763131075,32406008,-76.52529861,3.40166889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516120,241,C25K56,Cl 25 entre Kr 56 y 61,-763125245,32403246,-76.52367917,3.40090167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516122,241,C10K50,Cl 10 entre Kr 50 y 53,-763221918,32432106,-76.53942167,3.40891833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516124,241,K66C17,Kr 66 entre Cl 17 y 18,-763134536,32349805,-76.52626,3.39716806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516127,241,K56C18A,Kr 56 entre Cl 18A y 18,-763131249,32406834,-76.52534694,3.40189833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516128,241,K56C16,Kr 56 entre Cl 16 y 15,-763141966,32410337,-76.52832389,3.40287139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516129,241,C14K58,Cl 14 entre Kr 58 y 65,-763155159,32406374,-76.53198861,3.40177056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516130,241,C14K65,Cl 14 entre Kr 65 y 65C,-763156895,32358027,-76.53247083,3.39945194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516131,241,K50C9,Kr 50 entre Cl 9 y 9B,-763227346,32438642,-76.54092944,3.41073389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516132,241,K50C12A,Kr 50 entre C12A y 13,-763207706,32432198,-76.53547389,3.40894389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516133,241,K50C13E,Kr 50 entre Cl 13E,-763153623,32427600,-76.53156194,3.40766667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516134,241,K42C26D,Kr 42 entre Cl 26D y 27,-763106463,32451476,-76.51846194,3.41429889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516135,241,K25C18D,Kr 25 entre Cl 18D y 18C,-763124404,32555388,-76.52344556,3.43205222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516137,241,K44C12,Kr 44 entre Cl 12 y 12B,-763204009,32453378,-76.53444694,3.41482722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516138,241,C25K70,Cl 25 entre Kr 70 y 69 Hacienda,-763125526,32334302,-76.52375722,3.39286167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516139,241,C25K69A,Cl 25 entre Kr 69A y 70 Clinica Comfandi,-763127770,32333996,-76.52438056,3.39277667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516141,241,K69C26,Kr 69 entre Cl 26 y 29,-763119841,32340574,-76.52217806,3.39460389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516142,241,C42K69,Cl 42 entre Kr 69 y 68,-763107820,32340081,-76.51883889,3.39446694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516143,241,C42K63,Cl 42 entre Kr 63 y 55,-763102694,32344963,-76.517415,3.39582306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516144,241,K50C41,Kr 50 entre Cl 41 y 40A,-763102435,32351364,-76.51734306,3.39760111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516145,241,C33D65,Cl 33 entre Dg 65 y 66,-763116673,32356044,-76.52129806,3.39890111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516146,241,C16K66,Cl 16 entre Kr 66 y 62,-763139580,32355382,-76.52766111,3.39871722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516148,241,C16K49A,Cl 16 entre Kr 49A y 49,-763135587,32427527,-76.52655194,3.40764639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516149,241,C16K46A,Cl 16 entre Kr 46A y 46,-763132120,32438477,-76.52558889,3.41068806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516166,241,C16K53,Cl 16 entre Kr 53 y 56,-763139085,32415135,-76.52752361,3.40420417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516168,241,C36K40,Cl 36 entre Kr 40 y  40A,-763037459,32503023,-76.51040528,3.41750639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516169,241,C36K41A,Cl 36 entre Kr 41A y 41B,-763042424,32458220,-76.51178444,3.41617222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516170,241,C36K42A,Cl 36 entre Kr 42A y 42B,-763053576,32447540,-76.51488222,3.41320556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516177,241,C13K69,Cl 13 entre Kr 69 y 68,-763216975,32341488,-76.53804861,3.39485778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516184,241,C16K69,Cl 16 con Kr 69,-763140604,32338895,-76.52794556,3.3941375,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516185,241,K66C13E,Kr 66 entre Cl 13E y 13D,-763201248,32353412,-76.53368,3.39817,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516186,241,K66C13B,Kr 66 entre Cl 13B y 13,-763211652,32353506,-76.53657,3.39819611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516192,241,C25K731,Cl 25 entre Kr 73 y 70,-763126353,32326091,-76.52398694,3.39058083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516193,241,C25K73,Cl 25 entre Kr 70 y 73,-763128427,32326301,-76.52456306,3.39063917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516194,241,C25K68A,Cl 25 entre Kr 68A y 68,-763123527,32346371,-76.52320194,3.39621417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516196,241,C25D66,Cl 25 entre Dg 66 y 65,-763122746,32353586,-76.522985,3.39821833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516197,241,K66C18,Kr 66 entre Cl 25 y 18,-763132556,32350474,-76.52571,3.39735389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516198,241,K66C16,Kr 66 entre Cl 16 y 14C,-763144033,32351871,-76.52889806,3.39774194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516202,241,C14K66,Cl 14 entre Kr 66 y 65,-763155940,32356591,-76.53220556,3.39905306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516203,241,C14K64B,Cl 14 entre Kr 64Bis y 64A,-763154060,32406828,-76.53168333,3.40189667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516204,241,C14K56,Cl 14 entre Kr 56 y 54,-763151802,32415933,-76.53105611,3.40442583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516206,241,C14K53,Cl 14 entre Kr 53 y 50,-763149798,32423527,-76.53049944,3.40653528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516207,241,C14K50,Cl 14 entre Kr 50 y 53,-763150365,32424650,-76.53065694,3.40684722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516209,241,C14K47,Cl 14 entre Kr 47 y 50,-763147077,32435878,-76.52974361,3.40996611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516212,241,C14K43,Cl 14 entre Kr 43 y 42,-763141215,32454256,-76.52811528,3.41507111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516213,241,C14K42BS,Cl 14 entre Kr 42Bs y 43,-763141943,32454304,-76.5283175,3.41508444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516214,241,C14K40A,Cl 14 entre Kr 40B y 40A,-763139417,32501139,-76.52761583,3.41698306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516215,241,C14K40,Cl 14 entre Kr 40 y 40A,-763139709,32502397,-76.52769694,3.4173325,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516217,241,C14K37,Cl 14 entre Kr 37 y 39,-763138992,32509886,-76.52749778,3.41941278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516218,241,C14K34,Cl 14 entre Kr 34 y 33A,-763138986,32522438,-76.52749611,3.42289944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516219,241,C14K33A,Cl 14 entre Kr 33A y 34,-763139690,32521831,-76.52769167,3.42273083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516221,241,C14K31,Cl 14 entre Kr 31 y 32,-763140378,32533707,-76.52788278,3.42602972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516224,241,C14K72,Cl 14 entre Kr 72 y 75,-763157336,32325002,-76.53259333,3.39027833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516225,241,C14K76,Cl 14 entre Kr 76 y 73,-763156682,32323616,-76.53241167,3.38989333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516227,241,C14K70,Cl 14 entre Kr 70 y 69A,-763156421,32338681,-76.53233917,3.39407806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516228,241,C14K66A,Cl 14 entre Kr 66 y 66A,-763156682,32350496,-76.53241167,3.39736,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516230,241,C25K561,Cl 25 entre Kr 56 y 61,-763124731,32403366,-76.52353639,3.400935,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516232,241,K56C15,Kr 56 entre Cl 15 y 16,-763143240,32409967,-76.52867778,3.40276861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516233,241,K56C7A,Kr 56 entre Cl 7A y 6A,-763240746,32429458,-76.54465167,3.40818278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516234,241,C25K41,Cl 25 entre Cl 41 y 40B,-763122414,32404601,-76.52289278,3.40127806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516235,241,C13K29B,Cl 13 entre Kr 29B y 31,-763142656,32538933,-76.52851556,3.42748139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516237,241,C14K49,Cl 14 entre Kr 49 y 48,-763147048,32433446,-76.52973556,3.40929056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516238,241,C14K46,Cl 14 entre Kr 46 y 45,-763144355,32443253,-76.5289875,3.41201472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516239,241,K39C15,Kr 39 entre Cl 15 y 14C,-763134797,32506199,-76.5263325,3.41838861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516241,241,K39C13B,Kr 39 entre Cl 13B y 13A,-763147149,32508419,-76.52976361,3.41900528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516242,241,K39C11B,Kr 39 entre Cl 11B y 10A,-763203059,32513647,-76.53418306,3.4204575,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516244,241,C27K41,Cl 27 entre Kr 41 y 41A,-763103411,32500326,-76.51761417,3.41675722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516246,241,K66C13A,Kr 66 entre Cl 13A y 13B,-763211692,32352858,-76.53658111,3.39801611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516247,241,K66C14,Kr 66 entre Cl 14C y 14,-763151496,32352123,-76.53097111,3.39781194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516248,241,K66C15A,Kr 66 entre Cl 15A y 16,-763143691,32350867,-76.52880306,3.39746306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512069,241,C18A6N,Cl 18 entre Av 5AN y 6N,-763151112,32739378,-76.53086444,3.46093833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516251,241,C16K682,Cl 16 entre Kr 68,-763141181,32344308,-76.52810583,3.39564111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516252,241,C16K692,Cl 16 entre Kr 69 y 70,-763141553,32337568,-76.52820917,3.39376889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516254,241,K80C13B,Kr 80 entre Cl 13B y 13A,-763210495,32314234,-76.53624861,3.38728722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516255,241,C16K44,Cl 16 entre Kr 44 y 43,-763129656,32446241,-76.52490444,3.41284472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516256,241,C16K41C,Cl 16 entre Kr 41C y 41B,-763127283,32455877,-76.52424528,3.41552139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516257,241,C16K40A,Cl 16 entre Kr 40A y 40,-763128804,32504392,-76.52466778,3.41788667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516262,241,C16K46B,Cl 16 entre Kr 46A y 46B,-763133377,32436974,-76.52593806,3.41027056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516263,241,C16K48,Cl 16 entre Kr 48 y 49,-763135839,32429065,-76.52662194,3.40807361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
516264,241,C27K40A,Cl 27 entre Kr 40A y 40,-763102485,32505813,-76.51735694,3.41828139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
